instance_name,num_nodes,solver_cost,optimal_cost,gap_percent,total_time,status
EUC_2D_173,100,-1.0,2.551223265193435,,0.02134227752685547,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_174,100,-1.0,2.504843009908043,,0.02307295799255371,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_175,100,-1.0,2.4196448031387465,,0.025192975997924805,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_176,100,-1.0,2.5334697911310524,,0.023348093032836914,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_177,100,-1.0,2.867418164667792,,0.025112390518188477,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_178,100,-1.0,2.6629874458962783,,0.02160930633544922,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_179,100,-1.0,3.220415311941018,,0.023455142974853516,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_180,100,-1.0,3.187767331527991,,0.024862051010131836,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_181,100,-1.0,2.7525131684306956,,0.023013591766357422,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_182,100,-1.0,2.3427916306447143,,0.02461695671081543,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_183,100,-1.0,2.9472140809705354,,0.024552345275878906,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_184,100,-1.0,2.6847355861192836,,0.02254033088684082,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_185,100,-1.0,2.7943464605088555,,0.02248072624206543,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_186,100,-1.0,2.9420735454248037,,0.02311253547668457,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_187,100,-1.0,2.4297950667767436,,0.022481441497802734,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_188,100,-1.0,2.8397089150227948,,0.022412538528442383,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_189,100,-1.0,3.394291822611486,,0.02269434928894043,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_190,100,-1.0,2.673652525314903,,0.0241239070892334,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_191,100,-1.0,2.727026010624894,,0.022595643997192383,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_192,100,-1.0,2.880777950314053,,0.022912263870239258,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_193,100,-1.0,3.1408909323603833,,0.023066043853759766,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_194,100,-1.0,2.9599131501189992,,0.022183895111083984,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_195,100,-1.0,2.9315427555856917,,0.022968530654907227,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_196,100,-1.0,3.7053719709512345,,0.02295708656311035,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_197,100,-1.0,3.0550824121252003,,0.023038864135742188,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
